Transaction Date,Details,Account,Category,Subcategory,Notes,Debit,Credit,Balance,Original Description
31-05-2022,"Price, Weeks and Crawford",Transaction Account,Insurance,Financial Insurance,Necessary both letter behind cause.,104.62,,48516.88,Indicate sit power participant bank small.
23-02-2023,Khan-Gutierrez,Transaction Account,Insurance,Financial Insurance,Probably debate everyone.,140.86,,49264.34,Billion pay evening.
17-09-2022,"Crawford, Reilly and Martinez",Transaction Account,Health & Medical,Other Health Expenses,Quality use include himself.,124.84,,11446.65,Agreement apply field practice scene toward smile.
11-07-2022,Lewis-Chavez,Transaction Account,Home,Furnishings,City pattern return have behind produce computer oil.,675.27,,48058.64,Career have by travel why suddenly fear.
03-08-2022,Olsen Inc,Transaction Account,Utilities,"Electricity, Gas & Water",Individual adult turn a they alone mind beautiful.,58.93,,17467.66,Subject shoulder life number issue base.
02-02-2023,"Simpson, Rhodes and Chen",Transaction Account,Financial,Transfers,Whole anything bring require.,711.48,,33896.38,Camera cut look number fund for.
17-06-2022,Levine-Hubbard,Transaction Account,Financial,Transfers,Enter piece manager hundred imagine something.,213.57,,15292.07,None probably these activity.
14-10-2022,"Cruz, Sharp and Bennett",Transaction Account,Education,Stationery,Final nothing to remember yard marriage candidate.,242.17,,10888.27,Indeed employee grow case.
10-11-2022,Steele Inc,Transaction Account,Transportation,Taxis,Explain movie response yes.,730.68,,23143.15,Site long event perform staff activity piece.
05-05-2023,Wilson PLC,Transaction Account,Financial,Transfers,Memory do difference clear last mention.,372.54,,23864.77,Window form lay try blue laugh.
26-02-2023,Bailey-Cox,Transaction Account,Insurance,Financial Insurance,No center service.,674.51,,46351.69,Space page to couple left lot.
22-05-2023,Ward Inc,Transaction Account,Insurance,Financial Insurance,Could magazine financial difficult.,458.78,,30337.39,Brother reduce simply interview hot.
08-10-2022,"Gomez, Mcbride and West",Transaction Account,Leisure,Dance,Myself before really too remember.,407.79,,24870.51,Movie mind east none.
19-09-2022,"Proctor, Hernandez and Ramsey",Transaction Account,Utilities,Pay TV,Ever offer add record her matter democratic.,127.55,,24640.81,Age ten impact position reduce job.
21-05-2023,Vaughan Ltd,Transaction Account,Personal,Clothing,Laugh wonder movement group participant.,211.47,,28871.9,Identify source perform word start beat.
01-12-2022,"Lopez, Page and Calderon",Transaction Account,Financial,Transfers,Wife face finish everyone some him particularly.,530.43,,38578.34,Voice force eye station ask throughout them.
18-04-2023,King-Wallace,Transaction Account,Home,Furnishings,Trouble former expert will.,81.63,,28073.14,Reduce theory significant audience although federal that.
20-10-2022,"Pearson, Martinez and Rodriguez",Transaction Account,Transportation,Taxis,Rule peace government over argue ask shake apply.,441.02,,47739.48,Task phone believe skin choice employee think.
25-12-2022,Roberts LLC,Transaction Account,Leisure,Games,Grow whole imagine.,353.23,,28344.73,Morning end three turn drug.
08-05-2023,Bauer-Lindsey,Transaction Account,Financial,Direct Debits,Design because before maintain only.,591.24,,25124.51,Evidence around tough start type might hotel.
04-11-2022,Baxter-Mcclure,Transaction Account,Insurance,Financial Insurance,Industry nice stop.,126.07,,44506.16,Onto step event maybe.
28-03-2023,"Rios, Miller and Brown",Transaction Account,Travel,Tours & Cruises,Know coach see dark water.,395.9,,44416.38,Present very later ever.
06-09-2022,Perez Group,Transaction Account,Financial,Direct Debits,Management think both forget tend piece.,31.61,,45291.47,Walk drop Mrs clear particular ten.
05-05-2023,Flores and Sons,Transaction Account,Food & Drink,Groceries,Choose suddenly in law shoulder.,336.02,,32251.45,Nature spend play sound response.
30-04-2023,Davis-Davis,Transaction Account,Leisure,Games,Guy moment professional police class.,109.24,,12851.06,Nation type whether force project.
10-10-2022,Munoz and Sons,Transaction Account,Food & Drink,Fast Food,Surface build group.,376.01,,33749.25,Foot unit party they.
03-09-2022,Gonzalez-Watkins,Transaction Account,Services,Marketing,Campaign various daughter spend TV agent interesting.,81.61,,48713.65,Ten few sometimes program really space though thank.
15-11-2022,"Johnson, Flores and Gonzalez",Transaction Account,Personal,Clothing,Picture central must know energy stay forward.,793.08,,25922.42,Approach southern list represent let record.
04-05-2023,Taylor Ltd,Transaction Account,Income,Salary,Memory clearly relate appear.,,746.8,25465.2,Affect consider fear certain.
08-04-2023,"Wilson, Banks and Allen",Transaction Account,Travel,Flights,Piece class prepare many.,74.49,,47001.22,Fine service major show other radio else.
03-05-2023,"Franklin, Phillips and Richardson",Transaction Account,Transportation,Parking & Tolls,Gas join office.,799.46,,33651.38,Wall build deal newspaper thought.
31-08-2022,Mercer-Orozco,Transaction Account,Technology,Software,Camera behavior speech discussion seem.,154.18,,35186.12,Low buy up responsibility page million.
31-01-2023,Dominguez PLC,Transaction Account,Home,Furnishings,Majority throughout scene price.,525.3,,10038.88,Possible without career yourself.
23-03-2023,Morales PLC,Transaction Account,Insurance,Financial Insurance,Ready center behind effort coach.,677.62,,39978.83,Skill foreign ground who political thing process.
23-10-2022,Dunlap-Morris,Transaction Account,Education,Stationery,It describe particularly debate analysis.,287.66,,32172.42,Word though show.
04-01-2023,Garcia Group,Transaction Account,Travel,Tours & Cruises,Just officer help late southern.,292.41,,44168.42,Phone break live we.
03-09-2022,"Douglas, Bonilla and Alvarado",Transaction Account,Home,Furnishings,But tree yard strong so friend baby become.,219.96,,40468.09,President check my.
11-05-2023,Myers-Brown,Transaction Account,Gifts & Donations,Gifts,Remember establish eight position late one.,640.37,,37086.27,Receive value though establish.
06-07-2022,Snow-Walsh,Transaction Account,Health & Medical,Eyes,Whether pass speak suffer foreign able west.,287.46,,11788.04,Talk understand brother whatever nor down.
22-12-2022,"Patton, Vazquez and Anderson",Transaction Account,Technology,Software,Ago prepare sort hope.,409.48,,17262.59,Process interview again student whatever strong others.
09-08-2022,White LLC,Transaction Account,Education,Stationery,Machine prepare computer large rich cup.,44.96,,20720.85,Sure matter public institution sure without certainly.
15-09-2022,Collier-Allen,Transaction Account,Personal,Other Personal Expenses,Hold entire husband training class condition shoulder.,451.08,,28010.72,Training green I color.
02-09-2022,Rangel-Valdez,Transaction Account,Financial,Direct Debits,Western college think area themselves finish professional.,37.65,,29849.25,Community traditional board budget turn third individual knowledge.
16-09-2022,Sullivan-Sloan,Transaction Account,Insurance,Financial Insurance,Realize attack board picture dream control.,406.91,,13900.33,Enough others issue director vote sometimes artist.
04-05-2023,Alexander-Smith,Transaction Account,Gifts & Donations,Gifts,Wait teacher the effort big yes.,226.32,,31981.61,Design under no admit.
30-10-2022,Cooper Ltd,Transaction Account,Services,Government,Change paper begin why let base.,385.79,,32765.43,Customer morning community although always experience week.
03-09-2022,Harvey PLC,Transaction Account,Travel,Accommodation,Animal law since rich national suddenly human.,294.93,,28354.32,Also manage discuss learn.
15-01-2023,Watson and Sons,Transaction Account,Home,Furnishings,Condition bad southern yourself away star.,777.63,,30233.13,Common remain who inside often state rather.
27-05-2022,James-Freeman,Transaction Account,Utilities,"Electricity, Gas & Water",Might better around sometimes off.,261.46,,20269.8,Main this now manage word according.
08-03-2023,Baker-Crawford,Transaction Account,Travel,Flights,Cost reflect Democrat activity page little.,759.45,,42802.52,Next center upon air.
03-06-2022,"Pace, Goodman and Dyer",Transaction Account,Financial,Transfers,Around amount rock together.,767.65,,38192.99,Environment head east set claim seek.
16-12-2022,Gonzales PLC,Transaction Account,Financial,Transfers,Level piece store fly someone rest protect.,676.41,,11191.67,With available all modern cause any.
24-10-2022,Hickman Group,Transaction Account,Financial,Direct Debits,Lose despite history full whose.,516.63,,45477.2,News majority through what marriage kind.
14-07-2022,Shepherd-Alvarado,Transaction Account,Travel,Travel Entertainment,Actually similar law less adult color fall describe.,266.72,,39025.89,Hour want the ground create likely occur.
24-07-2022,Lucero-Thomas,Transaction Account,Services,Government,Yeah wonder agreement whether tonight.,627.99,,40275.14,Quickly pick chair cause.
18-02-2023,"Martin, Welch and Byrd",Transaction Account,Income,Salary,Personal win green best.,,972.37,10849.62,Have himself art from detail charge.
26-03-2023,"Houston, Curtis and Davis",Transaction Account,Travel,Flights,Break continue deep reality example line bag.,687.7,,17067.68,Official understand player sister.
16-01-2023,Clay and Sons,Transaction Account,Income,Salary,Factor give follow girl page.,,761.94,37072.25,Meet while stop consumer certain rest camera.
05-12-2022,Garcia-Lopez,Transaction Account,Technology,Hardware,Take radio hit me.,699.25,,37350.15,Girl industry memory compare weight.
26-07-2022,Steele Ltd,Transaction Account,Food & Drink,Restaurants,Form act than.,615.36,,46757.75,Item former game set wide size save.
28-08-2022,Padilla Ltd,Transaction Account,Financial,Transfers,Determine hair enter.,439.55,,30408.67,Natural ten bank.
18-04-2023,Anderson PLC,Transaction Account,Financial,Direct Debits,Effect sort watch baby worker me look population.,144.18,,22723.0,Want whole traditional off thank.
10-12-2022,"Bennett, Clark and Rice",Transaction Account,Technology,Hardware,Off east possible value.,447.11,,12739.08,Step measure radio.
14-12-2022,"Carlson, Garcia and Patterson",Transaction Account,Transportation,Taxis,Generation phone election.,515.95,,43995.51,Great wall wall forget improve executive might likely.
26-03-2023,Sanchez PLC,Transaction Account,Food & Drink,Other Food Expenses,Ball teacher sell system us write girl.,794.71,,34602.11,Light side power score property hundred.
02-03-2023,"Johnson, Barrett and Jones",Transaction Account,Utilities,Phone,Top conference suddenly change better fact study.,183.27,,25032.69,Wind current only cause.
30-10-2022,"Cobb, Andrews and Stevens",Transaction Account,Financial,Direct Debits,Teacher early finish safe his.,9.16,,11476.45,Safe thus letter possible bank center second news.
04-05-2023,"Stephens, Richmond and Taylor",Transaction Account,Financial,Transfers,Bank dark level attorney fill physical.,397.18,,16809.11,Analysis avoid free line southern move.
10-12-2022,"Burke, Vasquez and Mccoy",Transaction Account,Income,Salary,Family history party card.,,533.28,45776.49,Stay finish keep too real.
30-10-2022,"Smith, Maddox and Thomas",Transaction Account,Travel,Flights,Really full five young.,512.95,,29618.89,President baby which specific run.
13-01-2023,Graham Inc,Transaction Account,Income,Salary,Town spend of arm television carry like.,,776.01,11807.63,Laugh long seat wear exist professional speech.
02-03-2023,Gonzalez-Flowers,Transaction Account,Services,Marketing,Former little wrong consider morning remember away.,330.85,,33045.55,Service practice note central building skill establish.
26-11-2022,Frazier-Baker,Transaction Account,Travel,Flights,Billion mind cultural.,663.11,,28602.67,Home example whether all.
11-01-2023,"Salinas, Sweeney and Brewer",Transaction Account,Financial,Cash Withdrawals,Soon easy degree popular someone.,506.95,,10499.72,Important task red.
14-09-2022,Vincent-Moore,Transaction Account,Travel,Flights,Suddenly remain nation form toward fast leave.,794.85,,29510.14,Support explain story point.
13-05-2023,Smith-Watkins,Transaction Account,Home,Furnishings,Agent western glass never.,680.12,,36959.07,Foreign shoulder knowledge though speak whom energy federal.
22-07-2022,"Logan, Rodriguez and Rich",Transaction Account,Technology,Online Services,Person institution a go imagine moment discussion just.,231.37,,27830.82,Citizen western difference crime.
17-01-2023,Deleon LLC,Transaction Account,Food & Drink,Restaurants,Television figure very research market positive.,700.59,,46855.88,Yet even be.
